"LPRIX" "STUDIO" "T1" "T2" "T3" "T4" "T5" "HOUSE" "PARKING" "GREEN" "COORD1" "COORD2"
"143" 5.88332238848828 0 0 0 0 1 0 0 1 358.096355748003 97111 101125
"144" 5.68017260901707 0 0 0 0 1 0 0 1 397.202719023926 97093 101304
"145" 5.88332238848828 0 0 0 0 1 0 0 1 397.202719023926 97093 101304
"146" 5.85793315448346 0 0 0 0 0 1 0 1 397.202719023926 97093 101304
"147" 6.38687931936265 0 0 0 0 0 1 1 1 266.270539113887 98076 101338
"148" 6.33505425149806 0 0 0 0 0 1 1 1 676.754756170949 97654 101191
"149" 5.49306144334055 0 0 0 1 0 0 0 0 694.525017547964 97448 101124
"150" 5.63478960316925 0 0 0 1 0 0 1 1 694.525017547964 97448 101124
"151" 5.42934562895444 0 0 0 1 0 0 0 0 529.740502510427 97828 101427
"152" 5.53733426701854 0 0 0 1 0 0 0 0 529.740502510427 97828 101427
"153" 6.36475075685191 0 0 0 0 0 1 1 1 483.616583669336 97859 101370
"154" 6.27852142416584 0 0 0 0 0 1 0 0 743.172254595124 97609 101440
"155" 4.68213122712422 0 0 0 0 1 0 0 0 580.904467188883 97759 101369
"156" 5.56068163101553 0 0 0 0 1 0 0 1 580.904467188883 97759 101369
"157" 5.25749537202778 0 0 0 1 0 0 0 0 546.717477313466 97286 100971
"158" 5.35185813347607 0 0 0 1 0 0 0 0 682.597978315201 97428 100989
"159" 5.51342874616498 0 0 0 0 1 0 0 1 682.597978315201 97428 100989
"160" 5.32300997913841 0 0 0 0 1 0 0 0 644.019409645393 97542 100952
"161" 5.4249500174814 0 0 0 0 1 0 0 0 644.019409645393 97542 100952
"162" 5.65248918026865 0 0 0 0 1 0 0 0 644.019409645393 97542 100952
"163" 4.9272536851572 0 1 0 0 0 0 0 0 424.317098406369 97444 100722
"164" 5.7268477475872 0 0 0 0 1 0 0 0 538.61396194306 97173 100705
"165" 5.35658627467201 0 0 0 1 0 0 0 0 538.61396194306 97173 100705
"166" 5.75890177387728 0 0 0 0 1 0 0 0 538.61396194306 97173 100705
"167" 5.65248918026865 0 0 0 1 0 0 0 0 538.61396194306 97173 100705
"168" 5.53733426701854 0 0 0 1 0 0 0 0 538.61396194306 97173 100705
"169" 5.95842469302978 0 0 0 0 1 0 0 0 538.61396194306 97173 100705
"170" 5.81413053182507 0 0 0 1 0 0 0 0 538.61396194306 97173 100705
"171" 5.77765232322266 0 0 0 0 1 0 0 1 538.61396194306 97173 100705
"172" 5.48893772615669 0 0 0 0 1 0 0 0 440.959181784437 97036 100758
"173" 5.56068163101553 0 0 0 1 0 0 0 0 440.959181784437 97036 100758
"174" 4.68213122712422 0 0 1 0 0 0 0 0 440.959181784437 97036 100758
"175" 5.31320597904179 0 0 0 1 0 0 0 0 440.959181784437 97036 100758
"176" 5.4510384535657 0 0 0 1 0 0 0 0 440.959181784437 97036 100758
"177" 5.85220247977447 0 0 0 0 1 0 0 0 360.188839360689 96944 100791
"178" 5.26269018890489 0 0 0 1 0 0 0 0 444.703271856639 97134 100866
"179" 5.57594910314632 0 0 0 0 0 1 0 0 480.408159797479 97188 100891
"180" 5.40267738187228 0 0 0 1 0 0 0 0 480.408159797479 97188 100891
"181" 5.47227067367148 0 0 0 0 1 0 0 0 480.408159797479 97188 100891
"182" 5.49306144334055 0 0 0 0 1 0 0 0 480.408159797479 97188 100891
"183" 5.54907608489522 0 0 0 1 0 0 0 0 560.679052578211 97285 100917
"184" 5.25227342804663 0 0 0 0 1 0 0 0 630.25074375204 97357 100912
"185" 5.38449506278909 0 0 0 0 1 0 0 0 597.101331433786 97408 100891
"186" 5.33753807970132 0 0 0 0 1 0 0 0 597.101331433786 97408 100891
"187" 5.50125821054473 0 0 0 1 0 0 0 0 597.101331433786 97408 100891
"188" 5.4249500174814 0 0 0 0 1 0 0 0 597.101331433786 97408 100891
"189" 5.44673737166631 0 0 0 0 1 0 0 0 597.101331433786 97408 100891
"190" 6.05678401322862 0 0 0 0 0 1 0 1 565.795899596312 97069 100627
"191" 5.99893656194668 0 0 0 0 0 1 0 0 480.759815292418 97108 100525
"192" 6.53378883793334 0 0 0 0 1 0 1 1 457.03938561135 97080 100314
"193" 5.61312810638807 0 0 0 1 0 0 1 0 448.037944821641 97980 100241
"194" 6.85118492749374 0 0 0 0 1 0 0 1 559.504244845381 98072 100118
"195" 5.87773578177964 0 0 0 1 0 0 0 0 425.301069831713 97917 100117
"196" 5.73009978297357 0 0 0 1 0 0 0 0 425.301069831713 97917 100117
"197" 4.99721227376411 0 0 1 0 0 0 0 1 425.301069831713 97917 100117
"198" 6.20859002609663 0 0 0 0 1 0 0 1 322.560071924595 97556 99986
"199" 6.03068526026126 0 0 0 1 0 0 0 1 322.560071924595 97556 99986
"200" 5.70711026474888 0 0 1 0 0 0 0 0 184.09236811992 97580 100129
"201" 6.0591231955818 0 0 0 1 0 0 0 1 184.09236811992 97580 100129
"202" 4.94875989037817 0 0 0 1 0 0 0 0 184.09236811992 97580 100129
"203" 6.52356230614951 0 0 0 0 0 1 1 1 184.09236811992 97580 100129
"204" 5.82304589548302 0 0 0 0 1 0 0 1 203.066491573573 97731 100248
"205" 6.02102334934953 0 0 0 0 1 0 0 1 203.066491573573 97731 100248
"206" 5.8406416573734 0 0 0 1 0 0 1 0 288.778461800737 97809 100405
"207" 5.8406416573734 0 0 0 0 1 0 0 0 305.267096163343 97785 100486
"208" 6.45204895443723 0 0 0 0 0 1 1 1 555.558277771108 97755 100819
"209" 6.36990098282823 0 0 0 0 0 1 1 1 453.61768043144 97772 100696
"210" 6.25190388316589 0 0 0 0 1 0 1 1 453.61768043144 97772 100696
"211" 6.45204895443723 0 0 0 0 0 1 1 1 453.625396114459 98052 100892
"212" 6.20050917404269 0 0 0 0 0 1 1 1 982.269311339818 98657 100069
"213" 6.25190388316589 0 0 0 0 0 1 1 1 982.269311339818 98657 100069
"214" 6.36302810354047 0 0 0 0 0 1 1 1 982.269311339818 98657 100069
"215" 6.92951677076365 0 0 0 0 0 1 1 1 854.854958457866 98514 100068
"216" 6.19440539110467 0 0 0 0 0 1 1 1 727.46408846073 98340 100099
"217" 6.77878489768518 0 0 0 0 0 1 1 1 813.019064967114 98347 100238
"218" 6.68835471394676 0 0 0 0 1 0 1 1 1013.83331963395 98733 99964
"219" 6.12029741895095 0 0 0 0 0 1 0 1 1126.72312481816 98838 100006
"220" 6.28785856016178 0 0 0 1 0 0 0 1 550.847528813555 98278 99860
"221" 5.7037824746562 0 0 1 0 0 0 0 0 550.847528813555 98278 99860
"222" 6.04737217904628 0 0 0 1 0 0 0 1 550.847528813555 98278 99860
"223" 5.26269018890489 0 1 0 0 0 0 0 1 550.847528813555 98278 99860
"224" 6.18826412308259 0 0 0 0 0 1 1 1 550.847528813555 98278 99860
"225" 7.04577657687951 0 0 0 0 1 0 1 1 809.830229122129 98569 99779
"226" 6.44571981938558 0 0 0 0 0 1 1 1 809.830229122129 98569 99779
"227" 6.16120732169508 0 0 0 1 0 0 1 1 401.956465304391 97875 100035
"228" 6.24804287450843 0 0 0 0 0 1 1 1 37.2021504754766 97740 99625
"229" 6.1527326947041 0 0 0 1 0 0 1 0 272.809457314075 97502 99698
"230" 6.4150969591716 0 0 0 1 0 0 1 1 213.759210327883 97788 99860
"231" 5.59842195899838 0 0 0 1 0 0 0 0 426.487983418056 97070 100120
"232" 6.00635315960173 0 0 0 1 0 0 0 0 426.487983418056 97070 100120
"233" 5.57594910314632 0 0 0 1 0 0 0 1 426.487983418056 97070 100120
"234" 6.45204895443723 0 0 0 0 0 1 1 1 377.446684976832 97208 100123
"235" 6.30991827822652 0 0 0 0 0 1 1 1 237.861304124904 97350 100161
"236" 6.04737217904628 0 0 0 1 0 0 1 0 546.717477313466 97420 100067
"237" 5.32300997913841 0 0 0 1 0 0 1 0 200.002499984375 97315 99676
"238" 6.3279367837292 0 0 0 0 0 1 0 1 364.560008777705 96735 99746
"239" 6.40191719672719 0 0 0 0 1 0 0 1 364.560008777705 96735 99746
"240" 6.24416690066374 0 0 0 0 1 0 0 1 364.560008777705 96735 99746
"241" 5.83188247728352 0 0 0 1 0 0 0 0 257.200311041803 96787 99890
"242" 6.04500531403601 0 0 0 1 0 0 0 0 257.200311041803 96787 99890
"243" 5.43372200355424 0 0 1 0 0 0 0 0 257.200311041803 96787 99890
"244" 6.05443934626937 0 0 0 0 1 0 0 0 257.200311041803 96787 99890
"245" 5.65248918026865 0 0 0 1 0 0 0 0 257.200311041803 96787 99890
"246" 5.99146454710798 0 0 0 0 1 0 0 1 297.410490736289 97389 99814
"247" 5.8406416573734 0 0 0 0 1 0 0 0 297.410490736289 97389 99814
"248" 5.81413053182507 0 0 0 0 1 0 0 1 164.711869639076 97269 99757
"249" 5.93224518744801 0 0 0 0 1 0 0 1 164.711869639076 97269 99757
"250" 5.61677109766657 0 0 0 1 0 0 0 0 164.711869639076 97269 99757
"251" 5.64544689764324 0 0 0 1 0 0 0 0 164.711869639076 97269 99757
"252" 7.0647590277918 0 0 0 0 1 0 1 1 229.532132826757 97082 99923
"253" 5.59842195899838 0 0 0 1 0 0 0 1 201.400099304841 96917 99665
"254" 4.21950770517611 1 0 0 0 0 0 0 0 201.400099304841 96917 99665
"255" 5.72358510195238 0 0 0 0 0 1 0 1 201.400099304841 96917 99665
"256" 5.37989735354046 0 1 0 0 0 0 0 0 201.400099304841 96917 99665
"257" 5.9427993751267 0 0 0 1 0 0 0 1 201.400099304841 96917 99665
"258" 6.35088571671474 0 0 0 1 0 0 0 1 373.804761874431 97440 99947
"259" 6.289715570909 0 0 0 0 0 1 0 1 345.615393175709 97333 99965
"260" 6.31173480915291 0 0 0 0 1 0 0 1 234.729631704223 96969 99879
"261" 6.01859321449623 0 0 0 0 1 0 0 1 234.729631704223 96969 99879
"262" 5.8636311755981 0 0 0 1 0 0 0 1 234.729631704223 96969 99879
"263" 6.12029741895095 0 0 0 0 1 0 0 1 234.729631704223 96969 99879
"264" 6.36302810354047 0 0 0 0 0 1 1 1 220.658106581199 97089 99477
"265" 4.39444915467244 0 0 0 1 0 0 0 0 236.139789108062 95765 98938
"266" 5.06259503302697 0 0 1 0 0 0 0 0 325.976993053191 95258 98612
"267" 7.08506429395255 0 0 0 1 0 0 0 1 1 94831 98743
"268" 4.88280192258637 0 0 1 0 0 0 0 0 174.024423573244 95678.5 99162.5
"269" 5.29831736654804 0 1 0 0 0 0 0 1 174.024423573244 95678.5 99162.5
"270" 4.86753445045558 0 1 0 0 0 0 0 0 174.024423573244 95678.5 99162.5
"271" 4.44265125649032 0 1 0 0 0 0 0 0 174.024423573244 95678.5 99162.5
"272" 4.75359019110636 1 0 0 0 0 0 0 0 304.581680342072 96164 99965
"273" 4.70953020131233 0 1 0 0 0 0 1 0 304.581680342072 96164 99965
"274" 6.10702288774225 0 0 0 1 0 0 0 0 641.01950048341 96190 99627
"275" 5.90808293816893 0 0 0 1 0 0 0 0 641.01950048341 96190 99627
"276" 5.37527840768417 0 0 1 0 0 0 0 0 606.040427694391 96178 99489
"277" 4.8283137373023 1 0 0 0 0 0 0 0 606.040427694391 96178 99489
"278" 5.19295685089021 0 0 1 0 0 0 0 0 606.040427694391 96178 99489
"279" 5.15329159449778 0 0 1 0 0 0 0 0 606.040427694391 96178 99489
"280" 5.69035945432406 0 0 0 0 1 0 0 0 686.370890991161 96261 99354
"281" 6.10031895202006 0 0 0 0 0 1 1 0 686.370890991161 96261 99354
"282" 4.81218435537242 1 0 0 0 0 0 0 0 499.144267722269 96076 99399
"283" 4.86753445045558 0 0 1 0 0 0 0 0 428.098119594095 95999 99339
"284" 5.8406416573734 0 0 0 1 0 0 0 0 428.098119594095 95999 99339
"285" 4.81218435537242 0 1 0 0 0 0 0 0 428.098119594095 95999 99339
"286" 5.15329159449778 0 0 1 0 0 0 0 0 428.098119594095 95999 99339
"287" 4.80402104473326 0 1 0 0 0 0 0 0 428.098119594095 95999 99339
"288" 5.64897423816121 0 0 0 1 0 0 0 0 428.098119594095 95999 99339
"289" 6.02102334934953 0 0 0 0 1 0 0 0 428.098119594095 95999 99339
"290" 5.66988092298052 0 0 0 1 0 0 0 0 428.098119594095 95999 99339
"291" 6.27287700654617 0 0 0 0 1 0 0 0 428.098119594095 95999 99339
"292" 5.03043792139244 0 0 1 0 0 0 0 0 335.596483890997 95912 99391
"293" 5.32300997913841 0 0 1 0 0 0 0 0 354.92675300687 95904 99549
"294" 5.51745289646471 0 0 0 1 0 0 0 0 354.92675300687 95904 99549
"295" 5.43372200355424 0 0 0 1 0 0 0 0 354.92675300687 95904 99549
"296" 4.0943445622221 1 0 0 0 0 0 0 0 354.92675300687 95904 99549
"297" 5.43372200355424 0 0 0 1 0 0 0 0 354.92675300687 95904 99549
"298" 5.43372200355424 0 0 0 1 0 0 0 0 354.92675300687 95904 99549
"299" 5.43372200355424 0 0 0 1 0 0 0 0 354.92675300687 95904 99549
"300" 5.35185813347607 0 0 0 0 1 0 0 0 325.11690205217 95851 99586
"301" 5.85220247977447 0 0 0 1 0 0 0 0 399.816207775523 95899 99648
"302" 5.11198778835654 0 0 1 0 0 0 0 0 399.816207775523 95899 99648
"303" 4.91998092582813 0 1 0 0 0 0 0 0 475.213636167987 95955 99699
"304" 5.59842195899838 0 0 1 0 0 0 0 0 475.213636167987 95955 99699
"305" 5.01063529409626 0 1 0 0 0 0 0 0 626.718437577833 96165 99642
"306" 4.77912349311153 0 1 0 0 0 0 0 0 626.718437577833 96165 99642
"307" 5.27811465923052 0 1 0 0 0 0 0 0 626.718437577833 96165 99642
"308" 5.91350300563827 0 0 0 1 0 0 0 0 626.718437577833 96165 99642
"309" 5.32787616878958 0 0 0 1 0 0 0 0 528.247101269851 96099 99492
"310" 5.57972982598622 0 0 0 0 1 0 0 0 528.247101269851 96099 99492
"311" 6.11589212548303 0 0 0 0 0 1 1 0 528.247101269851 96099 99492
"312" 5.81413053182507 0 0 0 1 0 0 0 1 530.74381767478 96060 99631
"313" 4.9272536851572 0 1 0 0 0 0 0 0 530.74381767478 96060 99631
"314" 5.00394630594546 0 1 0 0 0 0 0 0 530.74381767478 96060 99631
"315" 4.85203026391962 0 1 0 0 0 0 0 0 530.74381767478 96060 99631
"316" 4.33073334028633 0 0 1 0 0 0 0 0 279.120045858408 96273 1e+05
"317" 5.01727983681492 0 1 0 0 0 0 0 0 279.120045858408 96273 1e+05
"318" 4.99721227376411 1 0 0 0 0 0 0 0 279.120045858408 96273 1e+05
"319" 4.91265488573605 1 0 0 0 0 0 0 0 279.120045858408 96273 1e+05
"320" 6.36302810354047 0 0 0 0 1 0 1 1 315.158690186388 96423 99861
"321" 5.35185813347607 0 0 0 1 0 0 0 0 472.373792668476 96597 99625
"322" 5.49306144334055 0 0 0 1 0 0 0 0 472.373792668476 96597 99625
"323" 5.57594910314632 0 0 0 1 0 0 0 0 472.373792668476 96597 99625
"324" 4.90527477843843 1 0 0 0 0 0 0 0 472.373792668476 96597 99625
"325" 5.71042701737487 0 0 0 1 0 0 0 0 472.373792668476 96597 99625
"326" 6.3750248198281 0 0 0 1 0 0 1 1 472.373792668476 96597 99625
"327" 5.84932477994686 0 0 0 1 0 0 1 0 472.373792668476 96597 99625
"328" 5.63835466933375 0 0 0 1 0 0 0 0 742.69913154655 96382 99397
"329" 5.67332326717149 0 0 0 1 0 0 0 0 742.69913154655 96382 99397
"330" 6.08449941307517 0 0 0 0 1 0 0 0 742.69913154655 96382 99397
"331" 5.74939298590825 0 0 0 0 0 1 0 0 742.69913154655 96382 99397
"332" 4.85203026391962 1 0 0 0 0 0 0 0 742.69913154655 96382 99397
"333" 5.51342874616498 0 0 1 0 0 0 0 0 742.69913154655 96382 99397
"334" 5.57594910314632 0 0 0 0 1 0 0 0 742.69913154655 96382 99397
"335" 5.42934562895444 0 0 0 1 0 0 0 0 742.69913154655 96382 99397
"336" 5.19295685089021 0 1 0 0 0 0 0 0 633.309560957357 96388 99512
"337" 5.87211778947542 0 0 0 1 0 0 1 0 633.309560957357 96388 99512
"338" 5.66988092298052 0 0 0 1 0 0 0 0 668.413793992913 96317 99507
